Application,QProto Name,NetMon Old Name,NetMon New Short Name,NetMon New Long Name,Syslog Field,SIEM MPE Tag,SIEM Mapped Field (6.3 Name),SIEM Long Name 6.3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACETIME,serviceQ_PROTO_FACETIME,service,Service,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACETIME,service_durationQ_PROTO_FACETIME,service_duration,ServiceDuration,Service Duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACETIME,service_idQ_PROTO_FACETIME,service_id,ServiceID,Service ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIREFOX_UPDATE,current_versionQ_PROTO_FIREFOX_UPDATE,current_version,CurrentVersion,Current Version,version,<version>,Version,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIREFOX_UPDATE,new_versionQ_PROTO_FIREFOX_UPDATE,new_version,NewVersion,New Version,object,<object>,Object,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIREFOX_UPDATE,plugin_nameQ_PROTO_FIREFOX_UPDATE,plugin_name,PluginName,Plugin Name,subject,<subject>,Subject,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIREFOX_UPDATE,plugin_new_versionQ_PROTO_FIREFOX_UPDATE,plugin_new_version,PluginNewVersion,Plugin New Version,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLASHPLUGIN_UPDATE,current_versionQ_PROTO_FLASHPLUGIN_UPDATE,current_version,CurrentVersion,Current Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLASHPLUGIN_UPDATE,new_versionQ_PROTO_FLASHPLUGIN_UPDATE,new_version,NewVersion,New Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREEBSD_UPDATE,package_nameQ_PROTO_FREEBSD_UPDATE,package_name,PkgName,Package Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRIENDSTER,loginQ_PROTO_FRIENDSTER,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRIENDSTER,nameQ_PROTO_FRIENDSTER,name,Name,Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRIENDSTER,passwordQ_PROTO_FRIENDSTER,password,Passwd,Password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,filenameQ_PROTO_FTP,filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,filesizeQ_PROTO_FTP,filesize,FileSize,File Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,greeting_messageQ_PROTO_FTP,greeting_message,GreetingMsg,Greeting Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,indexQ_PROTO_FTP,index,Index,Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,loadwayQ_PROTO_FTP,loadway,Loadway,Loadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,loginQ_PROTO_FTP,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,methodQ_PROTO_FTP,method,Method,Method,command,<command>,Command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,method_contentQ_PROTO_FTP,method_content,MethodContent,Method Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,offsetQ_PROTO_FTP,offset,Offset,Offset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,passwordQ_PROTO_FTP,password,Passwd,Password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,return_contentQ_PROTO_FTP,return_content,ReturnContent,Return Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTP,transfer_durationQ_PROTO_FTP,transfer_duration,TransferDuration,Transfer Duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIOP,ior_type_idQ_PROTO_GIOP,ior_type_id,IORTypeID,IOR Type ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIOP,message_typeQ_PROTO_GIOP,message_type,MsgType,Message Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIOP,request_idQ_PROTO_GIOP,request_id,RequestID,Request ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIOP,request_operationQ_PROTO_GIOP,request_operation,RequestOperation,Request Operation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIOP,versionQ_PROTO_GIOP,version,Version,Version,version,<version>,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,actionQ_PROTO_GMAIL,action,Action,Action,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,attach_idQ_PROTO_GMAIL,attach_id,AttachID,Attach ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,attach_sizeQ_PROTO_GMAIL,attach_size,AttachSize,Attach Size,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,attach_typeQ_PROTO_GMAIL,attach_type,AttachType,Attach Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,contact_aliasQ_PROTO_GMAIL,contact_alias,ContactAlias,Contact Alias,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,contact_emailQ_PROTO_GMAIL,contact_email,ContactEmail,Contact Email,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,current_ip_addressQ_PROTO_GMAIL,current_ip_address,CurrentIPAddr,Current IP Address,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,dateQ_PROTO_GMAIL,date,Date,Date,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,draftQ_PROTO_GMAIL,draft,Draft,Draft,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,encodingQ_PROTO_GMAIL,encoding,Encoding,Encoding,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,attach_filenameQ_PROTO_GMAIL,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,last_activityQ_PROTO_GMAIL,last_activity,LastActivity,Last Activity,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,last_activity_timestampQ_PROTO_GMAIL,last_activity_timestamp,LastActivityTimestamp,Last Activity Timestamp,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,loginQ_PROTO_GMAIL,login,Login,Login,login,<login>,Login,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msg_idQ_PROTO_GMAIL,msg_id,MsgID,Message ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_dateQ_PROTO_GMAIL,msglist_date,MsgListDate,Message List Date,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_folderQ_PROTO_GMAIL,msglist_folder,MsgListFolder,Message List Folder,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_msgidQ_PROTO_GMAIL,msglist_msgid,MsgListMsgID,Message List Message ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_receiverQ_PROTO_GMAIL,msglist_receiver,MsgListReceiver,Message List Receiver,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_receiver_aliasQ_PROTO_GMAIL,msglist_receiver_alias,MsgListReceiverAlias,Message List Receiver Alias,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_receiver_emailQ_PROTO_GMAIL,msglist_receiver_email,MsgListReceiverEmail,Message List Receiver Email,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_senderQ_PROTO_GMAIL,msglist_sender,MsgListSender,Message List Sender,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_sender_aliasQ_PROTO_GMAIL,msglist_sender_alias,MsgListSenderAlias,Message List Sender Alias,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_sender_emailQ_PROTO_GMAIL,msglist_sender_email,MsgListSenderEmail,Message List Sender Email,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,msglist_subjectQ_PROTO_GMAIL,msglist_subject,MsgListSubject,Message List Subject,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,nameQ_PROTO_GMAIL,name,Name,Name,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,next_attach_idQ_PROTO_GMAIL,next_attach_id,NextAttachID,Next Attach ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,other_ip_addressQ_PROTO_GMAIL,other_ip_address,OtherIPAddr,Other IP Address,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,receiverQ_PROTO_GMAIL,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,receiver_aliasQ_PROTO_GMAIL,receiver_alias,ReceiverAlias,Receiver Alias,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,receiver_emailQ_PROTO_GMAIL,receiver_email,ReceiverEmail,Receiver Email,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,receiver_typeQ_PROTO_GMAIL,receiver_type,ReceiverType,Receiver Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,real_sender_domainQ_PROTO_GMAIL,real_sender_domain,RealSenderDomain,Real Sender Domain,domain,<domain>,Domain,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,real_sender_msgidQ_PROTO_GMAIL,real_sender_msgid,RealSenderMsgID,Real Sender Message ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,replytoQ_PROTO_GMAIL,replyto,ReplyTo,Reply To,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,senderQ_PROTO_GMAIL,sender,Sender,Sender,sender,<sender>,Sender,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,sender_aliasQ_PROTO_GMAIL,sender_alias,SenderAlias,Sender Alias,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,sender_emailQ_PROTO_GMAIL,sender_email,SenderEmail,Sender Email,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,session_idQ_PROTO_GMAIL,session_id,SessionID,Session ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,subjectQ_PROTO_GMAIL,subject,Subject,Subject,subject,<subject>,Subject,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,thumbnailQ_PROTO_GMAIL,thumbnail,Thumbnail,Thumbnail,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL,versionQ_PROTO_GMAIL,version,Version,Version,version,<version>,Version,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,actionQ_PROTO_GMAIL_BASIC,action,Action,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,attach_idQ_PROTO_GMAIL_BASIC,attach_id,AttachID,Attach ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,attach_sizeQ_PROTO_GMAIL_BASIC,attach_size,AttachSize,Attach Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,attach_typeQ_PROTO_GMAIL_BASIC,attach_type,AttachType,Attach Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,contact_aliasQ_PROTO_GMAIL_BASIC,contact_alias,ContactAlias,Contact Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,contact_emailQ_PROTO_GMAIL_BASIC,contact_email,ContactEmail,Contact Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,dateQ_PROTO_GMAIL_BASIC,date,Date,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,draftQ_PROTO_GMAIL_BASIC,draft,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,attach_filenameQ_PROTO_GMAIL_BASIC,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,loginQ_PROTO_GMAIL_BASIC,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,msg_idQ_PROTO_GMAIL_BASIC,msg_id,MsgID,Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,msglist_dateQ_PROTO_GMAIL_BASIC,msglist_date,MsgListDate,Message List Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,msglist_folderQ_PROTO_GMAIL_BASIC,msglist_folder,MsgListFolder,Message List Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,msglist_msgidQ_PROTO_GMAIL_BASIC,msglist_msgid,MsgListMsgID,Message List Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,msglist_receiverQ_PROTO_GMAIL_BASIC,msglist_receiver,MsgListReceiver,Message List Receiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,msglist_senderQ_PROTO_GMAIL_BASIC,msglist_sender,MsgListSender,Message List Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,msglist_subjectQ_PROTO_GMAIL_BASIC,msglist_subject,MsgListSubject,Message List Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,receiverQ_PROTO_GMAIL_BASIC,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,receiver_aliasQ_PROTO_GMAIL_BASIC,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,receiver_emailQ_PROTO_GMAIL_BASIC,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,receiver_typeQ_PROTO_GMAIL_BASIC,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,senderQ_PROTO_GMAIL_BASIC,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,sender_aliasQ_PROTO_GMAIL_BASIC,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,sender_emailQ_PROTO_GMAIL_BASIC,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,session_idQ_PROTO_GMAIL_BASIC,session_id,SessionID,Session ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_BASIC,subjectQ_PROTO_GMAIL_BASIC,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_CHAT,calleeQ_PROTO_GMAIL_CHAT,callee,Callee,Callee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_CHAT,callerQ_PROTO_GMAIL_CHAT,caller,Caller,Caller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_CHAT,loginQ_PROTO_GMAIL_CHAT,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_CHAT,messageQ_PROTO_GMAIL_CHAT,message,Msg,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_CHAT,receiverQ_PROTO_GMAIL_CHAT,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_CHAT,senderQ_PROTO_GMAIL_CHAT,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,actionQ_PROTO_GMAIL_MOBILE,action,Action,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,attach_idQ_PROTO_GMAIL_MOBILE,attach_id,AttachID,Attach ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,contact_aliasQ_PROTO_GMAIL_MOBILE,contact_alias,ContactAlias,Contact Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,contact_emailQ_PROTO_GMAIL_MOBILE,contact_email,ContactEmail,Contact Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,contact_uidQ_PROTO_GMAIL_MOBILE,contact_uid,ContactUID,Contact UID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,dateQ_PROTO_GMAIL_MOBILE,date,Date,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,draftQ_PROTO_GMAIL_MOBILE,draft,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,email_indexQ_PROTO_GMAIL_MOBILE,email_index,EmailIndex,Email Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,attach_filenameQ_PROTO_GMAIL_MOBILE,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,loginQ_PROTO_GMAIL_MOBILE,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,msglist_folderQ_PROTO_GMAIL_MOBILE,msglist_folder,MsgListFolder,Message List Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,msglist_msgidQ_PROTO_GMAIL_MOBILE,msglist_msgid,MsgListMsgID,Message List Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,msglist_receiver_aliasQ_PROTO_GMAIL_MOBILE,msglist_receiver_alias,MsgListReceiverAlias,Message List Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,msglist_sender_aliasQ_PROTO_GMAIL_MOBILE,msglist_sender_alias,MsgListSenderAlias,Message List Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,msglist_subjectQ_PROTO_GMAIL_MOBILE,msglist_subject,MsgListSubject,Message List Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,receiverQ_PROTO_GMAIL_MOBILE,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,receiver_aliasQ_PROTO_GMAIL_MOBILE,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,receiver_emailQ_PROTO_GMAIL_MOBILE,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,receiver_typeQ_PROTO_GMAIL_MOBILE,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,senderQ_PROTO_GMAIL_MOBILE,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,sender_aliasQ_PROTO_GMAIL_MOBILE,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,sender_emailQ_PROTO_GMAIL_MOBILE,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,session_idQ_PROTO_GMAIL_MOBILE,session_id,SessionID,Session ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMAIL_MOBILE,subjectQ_PROTO_GMAIL_MOBILE,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,attach_idQ_PROTO_GMX,attach_id,AttachID,Attach ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,attach_filenameQ_PROTO_GMX,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,loginQ_PROTO_GMX,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,msg_idQ_PROTO_GMX,msg_id,MsgID,Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,receiverQ_PROTO_GMX,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,receiver_aliasQ_PROTO_GMX,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,receiver_emailQ_PROTO_GMX,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,receiver_typeQ_PROTO_GMX,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,senderQ_PROTO_GMX,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,sender_aliasQ_PROTO_GMX,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,sender_emailQ_PROTO_GMX,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,session_idQ_PROTO_GMX,session_id,SessionID,Session ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMX,subjectQ_PROTO_GMX,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,file_chunk_data_offsetQ_PROTO_GNUTELLA,file_chunk_data_offset,FileChunkDataOffset,File Chunk Data Offset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,file_chunk_lenQ_PROTO_GNUTELLA,file_chunk_len,FileChunkLen,File Chunk Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,file_ed2kQ_PROTO_GNUTELLA,file_ed2k,FileED2K,File ED2K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,file_md5Q_PROTO_GNUTELLA,file_md5,FileMD5,File MD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,filenameQ_PROTO_GNUTELLA,filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,file_sha1Q_PROTO_GNUTELLA,file_sha1,FileSHA1,File SHA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,filesizeQ_PROTO_GNUTELLA,filesize,FileSize,File Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,peer_addrQ_PROTO_GNUTELLA,peer_addr,PeerAddr,Peer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,queryQ_PROTO_GNUTELLA,query,Query,Query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,serverQ_PROTO_GNUTELLA,server,Server,Server,dname,<group>,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUTELLA,user_agentQ_PROTO_GNUTELLA,user_agent,UserAgent,User Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE,encodingQ_PROTO_GOOGLE,encoding,Encoding,Encoding,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE,loginQ_PROTO_GOOGLE,login,Login,Login,login,<login>,Login,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE,query_indexQ_PROTO_GOOGLE,query_index,QueryIndex,Query Index,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE,query_rawQ_PROTO_GOOGLE,query_raw,QueryRaw,Query Raw,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE,query_textQ_PROTO_GOOGLE,query_text,QueryText,Query Text,object,<object>,Object,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE,query_typeQ_PROTO_GOOGLE,query_type,QueryType,Query Type,subject,<subject>,Subject,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE_ADS,ad_bid_typeQ_PROTO_GOOGLE_ADS,ad_bid_type,AdBidType,Ad Bid Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE_ADS,ad_channelQ_PROTO_GOOGLE_ADS,ad_channel,AdChannel,Ad Channel,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGLE_ADS,ad_clientQ_PROTO_GOOGLE_ADS,ad_client,AdClient,Ad Client,sender,<sender>,Sender,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
