Application,QProto Name,NetMon Old Name,NetMon New Short Name,NetMon New Long Name,Syslog Field,SIEM MPE Tag,SIEM Mapped Field (6.3 Name),SIEM Long Name 6.3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,msglist_sender_aliasQ_PROTO_LIVEMAIL_MOBILE,msglist_sender_alias,MsgListSenderAlias,Message List Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,msglist_sender_emailQ_PROTO_LIVEMAIL_MOBILE,msglist_sender_email,MsgListSenderEmail,Message List Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,msglist_subjectQ_PROTO_LIVEMAIL_MOBILE,msglist_subject,MsgListSubject,Message List Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,receiverQ_PROTO_LIVEMAIL_MOBILE,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,receiver_aliasQ_PROTO_LIVEMAIL_MOBILE,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,receiver_emailQ_PROTO_LIVEMAIL_MOBILE,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,receiver_typeQ_PROTO_LIVEMAIL_MOBILE,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,senderQ_PROTO_LIVEMAIL_MOBILE,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,sender_aliasQ_PROTO_LIVEMAIL_MOBILE,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,sender_emailQ_PROTO_LIVEMAIL_MOBILE,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,session_idQ_PROTO_LIVEMAIL_MOBILE,session_id,SessionID,Session ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVEMAIL_MOBILE,subjectQ_PROTO_LIVEMAIL_MOBILE,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,attach_compressQ_PROTO_LOTUSNOTES,attach_compress,AttachCompress,Attach Compress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,attach_content_seqQ_PROTO_LOTUSNOTES,attach_content_seq,AttachContentSeq,Attach Content Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,attach_content_sizeQ_PROTO_LOTUSNOTES,attach_content_size,AttachContentSize,Attach Content Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,attach_idQ_PROTO_LOTUSNOTES,attach_id,AttachID,Attach ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,attach_sizeQ_PROTO_LOTUSNOTES,attach_size,AttachSize,Attach Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,attach_filenameQ_PROTO_LOTUSNOTES,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,header_nameQ_PROTO_LOTUSNOTES,header_name,HeaderName,Header Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,header_valueQ_PROTO_LOTUSNOTES,header_value,HeaderValue,Header Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,loginQ_PROTO_LOTUSNOTES,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,mime_versionQ_PROTO_LOTUSNOTES,mime_version,MIMEVersion,MIMEVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,msg_idQ_PROTO_LOTUSNOTES,msg_id,MsgID,Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,organizationQ_PROTO_LOTUSNOTES,organization,Organization,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,receiverQ_PROTO_LOTUSNOTES,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,receiver_aliasQ_PROTO_LOTUSNOTES,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,receiver_emailQ_PROTO_LOTUSNOTES,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,receiver_typeQ_PROTO_LOTUSNOTES,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,replytoQ_PROTO_LOTUSNOTES,replyto,ReplyTo,Reply To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,senderQ_PROTO_LOTUSNOTES,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,sender_aliasQ_PROTO_LOTUSNOTES,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,sender_emailQ_PROTO_LOTUSNOTES,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,serviceQ_PROTO_LOTUSNOTES,service,Service,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,subjectQ_PROTO_LOTUSNOTES,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSNOTES,versionQ_PROTO_LOTUSNOTES,version,Version,Version,version,<version>,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPR,jobQ_PROTO_LPR,job,Job,Job,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPR,loginQ_PROTO_LPR,login,Login,Login,login,<login>,Login,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPR,serverQ_PROTO_LPR,server,Server,Server,dname,<recipient>,Recipient,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,actionQ_PROTO_MAILRU,action,Action,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,attach_idQ_PROTO_MAILRU,attach_id,AttachID,Attach ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,attach_sizeQ_PROTO_MAILRU,attach_size,AttachSize,Attach Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,attach_typeQ_PROTO_MAILRU,attach_type,AttachType,Attach Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,contactQ_PROTO_MAILRU,contact,Contact,Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,contact_aliasQ_PROTO_MAILRU,contact_alias,ContactAlias,Contact Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,contact_emailQ_PROTO_MAILRU,contact_email,ContactEmail,Contact Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,dateQ_PROTO_MAILRU,date,Date,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,draftQ_PROTO_MAILRU,draft,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,attach_filenameQ_PROTO_MAILRU,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,folderQ_PROTO_MAILRU,folder,Folder,Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,folderlist_item_idQ_PROTO_MAILRU,folderlist_item_id,FolderListItemID,Folder List Item ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,folderlist_item_nameQ_PROTO_MAILRU,folderlist_item_name,FolderListItemName,Folder List Item Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,importanceQ_PROTO_MAILRU,importance,Importance,Importance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,loginQ_PROTO_MAILRU,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msg_idQ_PROTO_MAILRU,msg_id,MsgID,Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_attachQ_PROTO_MAILRU,msglist_attach,MsgListAttach,Message List Attach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_dateQ_PROTO_MAILRU,msglist_date,MsgListDate,Message List Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_folderQ_PROTO_MAILRU,msglist_folder,MsgListFolder,Message List Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_importanceQ_PROTO_MAILRU,msglist_importance,MsgListImportance,Message List Importance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_msgidQ_PROTO_MAILRU,msglist_msgid,MsgListMsgID,Message List Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_receiverQ_PROTO_MAILRU,msglist_receiver,MsgListReceiver,Message List Receiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_receiver_aliasQ_PROTO_MAILRU,msglist_receiver_alias,MsgListReceiverAlias,Message List Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_receiver_emailQ_PROTO_MAILRU,msglist_receiver_email,MsgListReceiverEmail,Message List Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_senderQ_PROTO_MAILRU,msglist_sender,MsgListSender,Message List Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_sender_aliasQ_PROTO_MAILRU,msglist_sender_alias,MsgListSenderAlias,Message List Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_sender_emailQ_PROTO_MAILRU,msglist_sender_email,MsgListSenderEmail,Message List Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_subjectQ_PROTO_MAILRU,msglist_subject,MsgListSubject,Message List Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,msglist_unreadQ_PROTO_MAILRU,msglist_unread,MsgListUnread,Message List Unread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,nameQ_PROTO_MAILRU,name,Name,Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,receiverQ_PROTO_MAILRU,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,receiver_aliasQ_PROTO_MAILRU,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,receiver_emailQ_PROTO_MAILRU,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,receiver_typeQ_PROTO_MAILRU,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,senderQ_PROTO_MAILRU,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,sender_aliasQ_PROTO_MAILRU,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,sender_emailQ_PROTO_MAILRU,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAILRU,subjectQ_PROTO_MAILRU,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,actionQ_PROTO_MAKTOOB,action,Action,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,attach_idQ_PROTO_MAKTOOB,attach_id,AttachID,Attach ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,attach_sizeQ_PROTO_MAKTOOB,attach_size,AttachSize,Attach Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,attach_typeQ_PROTO_MAKTOOB,attach_type,AttachType,Attach Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,contactQ_PROTO_MAKTOOB,contact,Contact,Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,contact_aliasQ_PROTO_MAKTOOB,contact_alias,ContactAlias,Contact Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,contact_emailQ_PROTO_MAKTOOB,contact_email,ContactEmail,Contact Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,dateQ_PROTO_MAKTOOB,date,Date,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,draftQ_PROTO_MAKTOOB,draft,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,encodingQ_PROTO_MAKTOOB,encoding,Encoding,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,attach_filenameQ_PROTO_MAKTOOB,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,folderQ_PROTO_MAKTOOB,folder,Folder,Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,loginQ_PROTO_MAKTOOB,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msg_idQ_PROTO_MAKTOOB,msg_id,MsgID,Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_dateQ_PROTO_MAKTOOB,msglist_date,MsgListDate,Message List Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_folderQ_PROTO_MAKTOOB,msglist_folder,MsgListFolder,Message List Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_receiverQ_PROTO_MAKTOOB,msglist_receiver,MsgListReceiver,Message List Receiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_receiver_aliasQ_PROTO_MAKTOOB,msglist_receiver_alias,MsgListReceiverAlias,Message List Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_sizeQ_PROTO_MAKTOOB,msglist_size,MsgListSize,Message List Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_senderQ_PROTO_MAKTOOB,msglist_sender,MsgListSender,Message List Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_sender_aliasQ_PROTO_MAKTOOB,msglist_sender_alias,MsgListSenderAlias,Message List Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,msglist_subjectQ_PROTO_MAKTOOB,msglist_subject,MsgListSubject,Message List Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,nameQ_PROTO_MAKTOOB,name,Name,Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,receiverQ_PROTO_MAKTOOB,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,receiver_aliasQ_PROTO_MAKTOOB,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,receiver_emailQ_PROTO_MAKTOOB,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,receiver_typeQ_PROTO_MAKTOOB,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,replytoQ_PROTO_MAKTOOB,replyto,ReplyTo,Reply To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,senderQ_PROTO_MAKTOOB,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,sender_aliasQ_PROTO_MAKTOOB,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,sender_emailQ_PROTO_MAKTOOB,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,session_idQ_PROTO_MAKTOOB,session_id,SessionID,Session ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKTOOB,subjectQ_PROTO_MAKTOOB,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDRIVA_UPDATE,package_archiQ_PROTO_MANDRIVA_UPDATE,package_archi,PkgArch,Package Architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDRIVA_UPDATE,package_distribQ_PROTO_MANDRIVA_UPDATE,package_distrib,PkgDistrib,Package Distrib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDRIVA_UPDATE,package_nameQ_PROTO_MANDRIVA_UPDATE,package_name,PkgName,Package Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDRIVA_UPDATE,package_versionQ_PROTO_MANDRIVA_UPDATE,package_version,PkgVersion,Package Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,actionQ_PROTO_MAPI,action,Action,Action,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,attach_idQ_PROTO_MAPI,attach_id,AttachID,Attach ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,attach_sizeQ_PROTO_MAPI,attach_size,AttachSize,Attach Size,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,dateQ_PROTO_MAPI,date,Date,Date,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,domainQ_PROTO_MAPI,domain,Domain,Domain,domain,<domain>,Domain,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,email_typeQ_PROTO_MAPI,email_type,EmailType,Email Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,flagsQ_PROTO_MAPI,flags,Flags,Flags,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,hostQ_PROTO_MAPI,host,Host,Host,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,importanceQ_PROTO_MAPI,importance,Importance,Importance,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,loginQ_PROTO_MAPI,login,Login,Login,login,<login>,Login,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,login_serverQ_PROTO_MAPI,login_server,LoginServer,Login Server,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,msglist_dateQ_PROTO_MAPI,msglist_date,MsgListDate,Message List Date,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,msglist_flagsQ_PROTO_MAPI,msglist_flags,MsgListFlags,Message List Flags,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,msglist_importanceQ_PROTO_MAPI,msglist_importance,MsgListImportance,Message List Importance,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,msglist_msgidQ_PROTO_MAPI,msglist_msgid,MsgListMsgID,Message List Message ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,msglist_receiver_typeQ_PROTO_MAPI,msglist_receiver_type,MsgListReceiverType,Message List Receiver Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,msglist_sensivityQ_PROTO_MAPI,msglist_sensivity,MsgListSensivity,Message List Sensivity,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,msglist_sizeQ_PROTO_MAPI,msglist_size,MsgListSize,Message List Size,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,receiver_typeQ_PROTO_MAPI,receiver_type,ReceiverType,Receiver Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,sensivityQ_PROTO_MAPI,sensivity,Sensivity,Sensivity,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI,sizeQ_PROTO_MAPI,size,Size,Size,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHARE,actionQ_PROTO_MASHARE,action,Action,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHARE,delete_urlQ_PROTO_MASHARE,delete_url,DeleteURL,Delete URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHARE,download_urlQ_PROTO_MASHARE,download_url,DownloadURL,Download URL,url,<url>,URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHARE,fileidQ_PROTO_MASHARE,fileid,FileID,File ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHARE,filenameQ_PROTO_MASHARE,filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHARE,filesizeQ_PROTO_MASHARE,filesize,FileSize,File Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,call_durationQ_PROTO_MGCP,call_duration,CallDuration,Call Duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,calleeQ_PROTO_MGCP,callee,Callee,Callee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,callerQ_PROTO_MGCP,caller,Caller,Caller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,call_idQ_PROTO_MGCP,call_id,CallID,Call ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,call_wayQ_PROTO_MGCP,call_way,CallWay,Call Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,codeQ_PROTO_MGCP,code,Code,Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,connection_idQ_PROTO_MGCP,connection_id,ConnectionID,Connection ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,digitmapQ_PROTO_MGCP,digitmap,Digitmap,Digitmap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,endpointQ_PROTO_MGCP,endpoint,Endpoint,Endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,eventQ_PROTO_MGCP,event,Event,Event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,jitterQ_PROTO_MGCP,jitter,Jitter,Jitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,latencyQ_PROTO_MGCP,latency,Latency,Latency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_addrQ_PROTO_MGCP,media_attr_addr,MediaAttrAddr,Media Attribute Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_channelQ_PROTO_MGCP,media_attr_channel,MediaAttrChannel,Media Attribute Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_encodingQ_PROTO_MGCP,media_attr_encoding,MediaAttrEncoding,Media Attribute Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_labelQ_PROTO_MGCP,media_attr_label,MediaAttrLabel,Media Attribute Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_paramQ_PROTO_MGCP,media_attr_param,MediaAttrParam,Media Attribue Param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_rateQ_PROTO_MGCP,media_attr_rate,MediaAttrRate,Media Attribute Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_transportQ_PROTO_MGCP,media_attr_transport,MediaAttrTransport,Media Attribue Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_typeQ_PROTO_MGCP,media_attr_type,MediaAttrType,Media Attribue Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_attr_valueQ_PROTO_MGCP,media_attr_value,MediaAttrValue,Media Attribute Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_formatQ_PROTO_MGCP,media_format,MediaFormat,Media Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_protoQ_PROTO_MGCP,media_proto,MediaProto,Media Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,media_typeQ_PROTO_MGCP,media_type,MediaType,Media Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGCP,methodQ_PROTO_MGCP,method,Method,Method,command,<command>,Command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
